#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Type 1,Type 2,Img Link,Descrição,Descrição Pt-Br
52,Meowth Alolan Meowth,290,40,35,35,50,40,90,Dark,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/57a0c88227aa0fe2327d79af31eb9516d4728752.png,"It’s accustomed to luxury because it used to live with Alolan royalty. As a result, it’s very picky about food.","Está acostumado ao luxo porque vivia com a realeza de Alola. Como resultado, é muito exigente com a comida."
52,Meowth Galarian Meowth,290,50,65,55,40,40,40,Steel,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/704fc0cde74c862f2063faefcf40eb67752a8637.png,"Living with a savage, seafaring people has toughened this Pokémon’s body so much that parts of it have turned to iron.",Viver com um povo selvagem e marinheiro endureceu tanto o corpo deste Pokémon que partes dele se transformaram em ferro.
52,Meowth Gigantamax,290,40,45,35,40,40,90,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/bff57f3b31012cef1da149224a84180492f90ed4.png,The pattern that has appeared on its giant coin is thought to be the key to unlocking the secrets of the Dynamax phenomenon.,Acredita-se que o padrão que apareceu em sua moeda gigante seja a chave para desvendar os segredos do fenômeno Dynamax.
53,Persian,440,65,70,60,65,65,115,Normal,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8da0bb6b5587f2150f41b08e0d61a80827d7229f.png,"Although its fur has many admirers, it is tough to raise as a pet because of its fickle meanness.","Embora seu pelo tenha muitos admiradores, é difícil criá-lo como animal de estimação por causa de sua maldade inconstante."
53,Persian Alolan Persian,440,65,60,60,75,65,115,Dark,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/4341e35269528c91e75b6516b820804a37d9eebf.png,"The round face of Alolan Persian is considered to be a symbol of prosperity in the Alola region, so these Pokémon are very well cared for.","A face redonda do Alolan Persian é considerada um símbolo de prosperidade na região de Alola, por isso estes Pokémon são muito bem cuidados."
54,Psyduck,320,50,52,48,65,50,55,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/0783062d0d860b8ae7d8e859241a700359c4d981.png,"It is constantly wracked by a headache. When the headache turns intense, it begins using mysterious powers.","É constantemente assolado por uma dor de cabeça. Quando a dor de cabeça fica intensa, ela começa a usar poderes misteriosos."
55,Golduck,500,80,82,78,95,80,85,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/0dd5b6e921f55c5d49978b84ee66e458336518ae.png,"When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.","Quando ele nada a toda velocidade usando seus membros longos e palmados, sua testa de alguma forma começa a brilhar."
56,Mankey,305,40,80,35,35,45,70,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/00fb5703d7c2b7a89933bbed89f4c84e48c59ea2.png,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.","Vive em grupos nas copas das árvores. Se perder de vista o seu grupo, ficará furioso com a sua solidão."
57,Primeape,455,65,105,60,60,70,95,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/37a3edfcf9c5cbdb68bcf8945ff89fe2999e5a30.png,It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.,Fica extremamente furioso se sentir alguém olhando para ele. Ele persegue qualquer um que encontre seu brilho.
58,Growlithe,350,55,70,45,70,50,60,Fire,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/333e2aef290059dc46274b77ea4095094784316a.png,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,Tem uma natureza corajosa e confiável. Ele enfrenta destemidamente inimigos maiores e mais fortes.
58,Growlithe Hisuian Growlithe,350,60,75,45,65,50,55,Fire,Rock,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/aec5b543798b097df9aa33f8196aebac539396db.png,They patrol their territory in pairs. I believe the igneous rock components in the fur of this species are the result of volcanic activity in its habitat.,Eles patrulham seu território em pares. Acredito que os componentes da rocha ígnea na pelagem desta espécie são o resultado da atividade vulcânica em seu habitat.
59,Arcanine,555,90,110,80,100,80,95,Fire,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/7ef9e71e9dc624e5558d7b4619f75ea8659eff55.png,An ancient picture scroll shows that people were captivated by its movement as it ran through prairies.,Um antigo pergaminho ilustrado mostra que as pessoas ficavam cativadas por seu movimento enquanto ele percorria as pradarias.
59,Arcanine Hisuian Arcanine,555,95,115,80,95,80,90,Fire,Rock,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f5f24c200a43eacd566f7df5af349860ae37dbb5.png,"Snaps at its foes with fangs cloaked in blazing flame. Despite its bulk, it deftly feints every which way, leading opponents on a deceptively merry chase as it all but dances around them.","Ataca seus inimigos com presas envoltas em chamas ardentes. Apesar de seu tamanho, ele finta habilmente em todas as direções, conduzindo os oponentes em uma perseguição enganosamente alegre enquanto praticamente dança ao redor deles."
60,Poliwag,300,40,50,40,40,40,90,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8e8d47c5af6084904793496ddddb3e5f516e79f7.png,The swirl on its belly is its insides showing through the skin. It appears more clearly after Poliwag eats.,O redemoinho em sua barriga mostra seu interior aparecendo através da pele. Aparece mais claramente depois que Poliwag come.
61,Poliwhirl,385,65,65,65,50,50,90,Water,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/7e16ace7443d45cc1def215c8cf82beefc69041c.png,"Its two legs are well developed. Even though it can live on the ground, it prefers living in water.","Suas duas pernas são bem desenvolvidas. Embora possa viver no solo, prefere viver na água."
62,Poliwrath,510,90,95,95,70,90,70,Water,Fighting,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/da2fce266d1c13743742451617b2976d6bfd483d.png,"Although it's skilled in a style of dynamic swimming that uses all its muscles, for some reason it lives on dry land.","Embora seja hábil em um estilo de natação dinâmico que utiliza todos os seus músculos, por algum motivo ele vive em terra firme."
63,Abra,310,25,20,15,105,55,90,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/5d05e6f2393a6a72fb36da26a79fd3db95ae7412.png,"It uses various psychic powers even while it's sleeping, so you can't tell whether or not it's awake.","Ele usa vários poderes psíquicos mesmo enquanto dorme, então você não sabe se está acordado ou não."
64,Kadabra,400,40,35,30,120,70,105,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/96613b8fe63edfdf800cde823078fadc6ea9aae9.png,"It stares at a silver spoon to amplify its psychic powers before it lets loose. Apparently, gold spoons are no good.","Ele olha para uma colher de prata para amplificar seus poderes psíquicos antes de se soltar. Aparentemente, colheres de ouro não servem."
65,Alakazam,500,55,50,45,135,95,120,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/265d42cf68deea0a54dacf3a4f1953198f55ad53.png,Alakazam uses its psychic powers to make the spoons it carries. Each spoon is an original that there's only one of in the whole world.,Alakazam usa seus poderes psíquicos para fazer as colheres que carrega. Cada colher é um original que só existe uma no mundo inteiro.
65,Mega Alakazam,600,55,50,65,175,105,150,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/6ef57b70dc74663cc1c203d7006e69cbad6bb15f.png,It sends out psychic power from the red organ on its forehead to foresee its opponents' every move.,Ele envia poder psíquico do órgão vermelho em sua testa para prever cada movimento de seus oponentes.
66,Machop,305,70,80,50,35,35,35,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/0074c7d90ce7d2a6926d28fe777d2bcb0b4ccb0b.png,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.","Todo o seu corpo é composto por músculos. Mesmo sendo do tamanho de uma criança humana, pode arremessar 100 adultos."
67,Machoke,405,80,100,70,50,60,45,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/634e1c205ab72071fe941043f816a9e2f31db3ae.png,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",Seu corpo musculoso é tão poderoso que ele deve usar um cinto economizador de energia para poder regular seus movimentos.
68,Machamp,505,90,130,80,65,85,55,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/8f2f69ae05bd6c76f0d6fe6d03f1e22ec1a8010a.png,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,Ele rapidamente balança seus quatro braços para balançar seus oponentes com socos e golpes incessantes de todos os ângulos.
68,Machamp Gigantamax,505,90,130,80,65,85,55,Fighting,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/aae2243d7c93e2cba33b000fbd92fcb050157d4e.png,The Gigantamax energy coursing through its arms makes its punches hit as hard as bomb blasts.,A energia Gigantamax que percorre seus braços faz com que seus socos sejam tão fortes quanto explosões de bombas.
69,Bellsprout,300,50,75,35,70,30,40,Grass,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/47ae88a63c66e32e957da303ad50b72268e097e4.png,"No matter what Bellsprout is doing, if it detects movement nearby, it will immediately react by reaching out with its thin vines.","Não importa o que Bellsprout esteja fazendo, se detectar movimento próximo, ele reagirá imediatamente estendendo a mão com suas vinhas finas."
70,Weepinbell,390,65,90,50,85,45,55,Grass,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/b19541cee78bc2a00eb3f59f7a2fcca67469eb78.png,"Even though it is filled with acid, it does not melt because it also oozes a protective fluid.","Embora esteja cheio de ácido, não derrete porque também exala um fluido protetor."
71,Victreebel,490,80,105,65,100,70,70,Grass,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f010b09344a212ecb98c6f209233c0661db0e7a8.png,It lures prey into its mouth with a nectar-like aroma. The helpless prey is melted with a dissolving fluid.,Ele atrai a presa para a boca com um aroma de néctar. A presa indefesa é derretida com um líquido dissolvente.
72,Tentacool,335,40,40,35,50,100,70,Water,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/3da5f9c26f39884f5f44a861e6965fdc1722241b.png,"When the tide goes out, dehydrated Tentacool can be found left behind on the shore.","Quando a maré baixa, Tentacool desidratado pode ser encontrado deixado para trás na costa."
73,Tentacruel,515,80,70,65,80,120,100,Water,Poison,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/e8720bf3fe40182141dc5f442f5fb83eff544a6e.png,"On the rare occasions that large outbreaks of Tentacruel occur, all fish Pokémon disappear from the surrounding sea.","Nas raras ocasiões em que ocorrem grandes surtos de Tentacruel, todos os Pokémon peixes desaparecem do mar circundante."
74,Geodude,300,40,80,100,30,30,20,Rock,Ground,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/4b483c95c2124018519380eaa06cc657c5b76a64.png,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.","Em repouso, parece uma pedra. Pisá-lo descuidadamente fará com que ele balance os punhos com raiva."
74,Geodude Alolan Geodude,300,40,80,100,30,30,20,Rock,Electric,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c8870cfb5aae00c6b70d6550721b5bf51c73bf52.png,Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic.,Seu corpo é uma pedra magnética. A areia férrea fixa-se firmemente às partes do seu corpo que são particularmente magnéticas.
75,Graveler,390,55,95,115,45,45,35,Rock,Ground,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/f3ae64c5acf41a159e07b63da847cccc773bb184.png,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path.","Um caminhante lento, ele rola para se mover. Ele não presta atenção a nenhum objeto que esteja em seu caminho."
75,Graveler Alolan Graveler,390,55,95,115,45,45,35,Rock,Electric,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/c91fbd40a228a6caa5f9b128715790fd536be2d6.png,They eat rocks and often get into a scrap over them. The impact of Graveler smashing together causes a flash of light and a booming noise.,Eles comem pedras e muitas vezes se metem em brigas por causa delas. O impacto da colisão de Graveler causa um flash de luz e um barulho estrondoso.
76,Golem,495,80,120,130,55,65,45,Rock,Ground,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/02fb8976b07089e975a9911ae2ff1327b5e3340d.png,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.,Está envolto em uma casca dura que é tão robusta quanto placas de rocha. Ele troca de pele uma vez por ano para crescer.
76,Golem Alolan Golem,495,80,120,130,55,65,45,Rock,Electric,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/b7df1424a881e4d3232e6dd0ebc9d1908309e588.png,"It's grumpy and stubborn. If you upset it, it discharges electricity from the surface of its body and growls with a voice like thunder.","É mal-humorado e teimoso. Se você perturbá-lo, ele descarrega eletricidade da superfície de seu corpo e rosna com uma voz semelhante a um trovão."
77,Ponyta,410,50,85,55,65,65,90,Fire,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/dacab2be1777c14ed7da12824dd85c2cdbd2ebf9.png,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger.","Ele não pode funcionar corretamente quando é recém-nascido. À medida que corre com outros da sua espécie, as suas pernas ficam mais fortes."
77,Ponyta Galarian Ponyta,410,50,85,55,65,65,90,Psychic,,https://sg.portal-pokemon.com/play/resources/pokedex/img/pm/5dc1659954564f3015fc72060bbd87b98808aed4.png,"Its small horn hides a healing power. With a few rubs from this Pokémon’s horn, any slight wound you have will be healed.","Seu pequeno chifre esconde um poder curativo. Com algumas fricções no chifre deste Pokémon, qualquer ferimento leve que você tiver será curado."
